Master Index,before_after,date_diff,flight_length,label,label_grouped,rul_2d,rul_5d,rul_10d,split,number_flights_before
14072,before,-1,4925.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14073,after,1,3546.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14074,before,-1,5555.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14075,after,3,5252.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14076,after,1,7438.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14079,before,-5,9269.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,4
14080,after,1,5055.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14082,before,-1,1555.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,test,0
14083,before,-1,5272.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,val,1
14084,before,-3,4992.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,4
14086,before,-3,5437.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,val,2
14090,before,0,3437.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14091,after,2,4307.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14092,after,2,3700.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14094,after,1,9991.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14096,after,1,4152.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14097,before,-2,5442.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,val,4
14098,before,-2,6653.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,test,3
14099,before,-1,5679.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,1
14100,before,0,5928.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,test,0
14102,before,-1,4462.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14103,after,1,605.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14104,before,-1,107.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,4
14105,before,-1,3203.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,val,3
14107,after,5,5865.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14110,before,-8,2894.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,0,train,1
14111,before,-3,6650.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,4
14114,after,1,7231.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14117,after,1,9867.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14118,before,-1,6391.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14119,after,1,5041.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14120,after,1,6379.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14125,after,4,4447.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14126,before,-1,13365.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,1
14128,before,-1,5365.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,val,4
14129,before,-1,5912.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,1
14130,before,-3,4806.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,0
14131,after,1,9361.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14134,after,1,9569.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14135,after,2,6379.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14136,before,-1,3811.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,2
14137,before,-3,5571.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,3
14138,before,-1,1398.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,1
14142,before,-1,2815.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,test,2
14143,after,1,5236.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14144,after,3,12992.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14145,before,-1,5383.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,val,2
14147,after,1,8881.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14150,before,-2,1135.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,val,4
14151,before,-1,4371.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,4
14153,before,-1,7654.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,1
14154,before,-1,3626.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,3
14155,after,1,5959.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14156,before,-1,6324.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14159,before,-2,4698.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,1
14161,after,1,6411.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14162,after,4,559.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14163,before,-1,3889.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,1
14165,after,1,5306.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14167,after,1,7697.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14169,after,1,5177.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14171,after,1,4431.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14172,after,5,4013.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14173,before,-2,4573.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,2
14176,after,1,6185.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14177,before,-2,6051.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,2
14178,before,0,8415.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,test,0
14179,after,1,138.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14180,after,1,5624.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14182,before,-1,870.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,val,3
14185,after,2,5180.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14190,before,-1,4901.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,3
14191,after,4,4480.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14192,after,21,5602.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14194,after,4,5041.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14195,after,2,6987.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14197,before,-2,870.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,3
14201,before,-2,699.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,val,2
14202,after,5,6750.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14204,before,-2,5197.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,2
14205,before,-1,3702.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,1
14207,after,3,14794.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14208,before,-1,5298.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,1
14209,before,-1,123.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,4
14210,before,-1,4105.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14211,before,-3,1679.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,0
14213,before,-1,5568.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14214,before,-3,4213.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,4
14215,before,-2,4894.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,test,0
14216,after,2,5584.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14217,after,1,5352.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14218,before,-2,6204.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,3
14219,after,1,6668.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14220,before,-2,5533.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,2
14222,after,3,2520.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14228,after,2,6017.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14229,after,1,4478.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14235,after,1,4762.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14237,before,-1,5695.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,4
14239,before,-2,5897.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,val,2
14242,before,-2,6395.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,1
14244,after,1,3189.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14245,before,-4,310.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,test,0
14247,after,1,5112.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14248,before,-5,8065.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,2
14249,before,0,387.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14251,after,1,4636.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14252,after,2,9423.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14255,after,1,6187.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14257,before,-3,4076.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,val,2
14258,after,2,3531.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14262,after,2,3576.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14263,before,-1,310.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,test,3
14265,after,2,2893.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14268,after,1,154.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14269,before,-1,6362.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,2
14270,before,-1,1835.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14271,after,2,5460.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14272,after,1,2302.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14275,after,1,7387.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14276,before,-4,6956.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,3
14279,before,-3,6531.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,3
14280,before,0,154.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,val,0
14281,before,-3,10038.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,3
14284,after,1,5989.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14288,after,2,4542.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14293,before,-1,2816.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,val,4
14296,before,-1,2426.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,val,3
14297,before,-1,4590.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,4
14298,after,2,107.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14299,after,1,5692.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14300,before,-1,5057.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14302,after,2,1291.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14305,before,-6,5642.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,0,train,2
14307,after,1,9300.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14308,before,-4,5757.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,3
14309,before,-4,3546.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,3
14311,before,-2,4806.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,1
14313,before,-1,2613.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,test,1
14314,after,1,4818.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14315,after,1,12356.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14316,after,2,2425.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14317,after,2,10519.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14319,after,1,3360.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14320,after,1,6737.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14322,before,-5,7376.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,val,4
14323,after,2,3142.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14324,before,-1,5258.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14327,after,1,5362.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14328,after,1,9336.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14329,after,1,8439.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14331,after,2,3748.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14332,after,3,4443.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14335,after,1,4729.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14336,before,-2,3483.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14339,before,0,496.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14341,before,-4,3764.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,val,0
14342,after,1,5726.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14343,before,-2,4787.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,3
14346,after,1,3563.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14347,before,-1,4463.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,test,1
14348,before,-2,4864.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,val,2
14349,before,-4,5672.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,3
14350,after,1,5101.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14352,after,13,4430.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14354,before,-3,138.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,4
14356,after,3,2956.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14359,before,-1,2552.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14360,after,1,5383.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14366,before,-5,2176.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,3
14369,after,2,5066.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14370,after,1,5211.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14371,before,0,637.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,val,0
14372,after,1,2536.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14374,after,2,3496.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14377,after,1,5255.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14378,after,1,5229.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14380,after,1,5103.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14384,after,1,7001.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14385,before,-2,107.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14388,before,-1,5908.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,3
14390,after,2,4742.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14391,before,-2,730.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,test,2
14393,after,2,5741.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14394,after,2,4014.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14395,after,2,4465.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14396,after,1,10895.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14397,after,1,5924.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14398,before,0,4544.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14399,before,0,7494.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,val,0
14400,before,-2,5676.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,test,1
14403,after,9,6256.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14405,before,-3,5535.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,0
14406,after,2,6114.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14407,before,-2,7532.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,4
14412,after,1,5910.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14414,after,1,7529.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14415,after,1,6270.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14417,before,-4,12399.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,val,4
14419,after,2,5600.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14421,after,1,8507.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14422,before,-1,6130.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,2
14423,after,1,5633.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14424,before,-13,7377.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,3
14425,before,-2,4117.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,3
14427,before,-3,5196.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,3
14428,after,1,3885.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14429,before,-3,5472.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,0
14431,after,1,4723.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14433,after,2,4590.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14434,before,-1,5415.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14435,before,-1,5678.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,3
14436,before,-3,6363.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,val,1
14437,after,1,4384.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14439,before,-9,5003.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,0,train,3
14441,after,1,5861.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14442,before,-2,5482.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14443,before,-2,5532.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,val,2
14444,after,1,8597.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14445,before,0,496.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14446,before,-1,4871.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,test,2
14447,after,1,4807.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14449,after,4,4838.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14450,before,-4,5819.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,test,1
14452,before,-1,2878.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,4
14453,before,-1,1618.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,1
14455,before,-2,4683.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,4
14456,before,-1,6909.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,test,0
14457,after,2,6175.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14458,after,4,5773.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14459,after,1,3833.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14462,after,4,6053.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14464,before,-6,5769.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,0,train,3
14466,after,1,4510.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14470,after,6,5740.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14471,after,6,5831.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14473,after,1,4683.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14476,after,3,5647.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14480,before,0,792.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14482,before,-11,6795.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,4
14483,before,-1,5258.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14484,after,1,2316.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14488,before,-1,5719.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14489,after,1,2177.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14491,before,-3,3823.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,0
14493,before,-1,2940.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,1
14494,before,-1,6598.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,3
14497,after,1,11700.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14498,after,2,8969.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14499,after,1,5056.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14500,before,-1,4698.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,test,2
14502,after,3,9603.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14503,after,1,3702.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14506,before,-5,11073.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,1
14507,after,1,5738.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14508,before,-1,4357.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,2
14509,before,-5,3391.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,val,0
14510,after,1,4916.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14511,after,1,2053.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14515,after,1,4061.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14516,before,-1,6718.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,1
14518,after,2,5010.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14521,before,-4,4294.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,3
14522,after,1,4372.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,train,-1
14523,before,-4,5375.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,0,0,train,1
14524,before,-1,341.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14525,after,1,7420.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,val,-1
14529,before,-2,2362.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,2
14530,before,-2,465.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,val,0
14531,before,-2,4091.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,test,3
14532,before,0,995.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,0
14534,before,-1,5926.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,1
14535,after,1,10470.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,1,1,1,test,-1
14536,before,-1,6403.0,rocker cover leak/loose/damage,rocker cover leak/loose/damage,0,0,0,train,1
